OID_,COUNT,MEAN_JV,MEAN_LND_VAL,MEAN_LND_SQFOOT,MEAN_ACT_YR_BLT,MEAN_TOT_LVG_AREA,MEAN_WaterAccess,SHAPE_Area,Hwy_NEAR_DIST,Hwy_Acc_NEAR_DIST,Beach_NEAR_DIST,Grocery_NEAR_DIST,A_School_NEAR_DIST,B_School_NEAR_DIST,C_School_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long
1054,11.000000000000000,327602.727272727,15220.000000000000000,7610.909090909090992,1967.000000000000000,1450.818181818181756,0.000000000000000,93217.782314838535967,1998.241417061417224,3267.607856079594967,15865.149298031448780,9270.032593456307950,16942.389168051897286,1678.292922230569275,3195.324803115840950,1678.292922230569275,26.2824001,-80.1184845
1055,12.000000000000000,413303.333333333,44950.000000000000000,4223.833333333333030,1985.750000000000000,2045.416666666666742,0.000000000000000,93217.836133442528080,9936.909074672408678,10381.255204897772273,23671.941765556028258,27438.425137746235123,10790.897054616823880,5183.872592843159509,14472.060791098199843,5183.872592843159509,26.3249969,-80.1476517
1056,16.000000000000000,394048.125,33376.875000000000000,4499.312500000000000,1998.875000000000000,1782.187500000000000,0.000000000000000,93217.836131936695892,14390.239418960816693,15418.009152046814052,29469.224517949583969,25480.263796994906443,5756.491471701660885,4265.522785898257098,13303.955615069937267,4265.522785898257098,26.2998371,-80.1669159
1057,7.000000000000000,723110,76000.000000000000000,9500.000000000000000,1962.571428571428669,2171.428571428571558,0.000000000000000,93217.782314838535967,9867.147711733143296,10166.294821722674897,3551.655270251836555,15931.449625231409300,15187.495682635273624,14346.135535721319684,2492.866142969580324,2492.866142969580324,26.3043213,-80.0879669
1058,2.000000000000000,275190,30000.000000000000000,7499.000000000000000,1960.500000000000000,1257.000000000000000,0.000000000000000,93217.836134053621208,7225.721469646601690,7337.278956905529412,6064.739922941181248,22219.168591787198238,8304.580700586046078,17933.274710439451155,1152.799849835096893,1152.799849835096893,26.3228626,-80.0938950
1059,3.000000000000000,357406.666666667,32400.000000000000000,8100.000000000000000,1964.000000000000000,1378.333333333333258,0.000000000000000,93217.889953268706449,6951.765834011211155,7301.668889276480513,6236.049541211282303,17266.406593829327903,13224.304186029772609,13652.277242392277913,30.465358663001098,30.465358663001098,26.3093357,-80.0957336
1060,9.000000000000000,503595.555555556,90000.000000000000000,7500.000000000000000,1959.000000000000000,1496.333333333333258,0.000000000000000,93217.782314838535967,9636.136869266862050,9636.666007821206222,5199.286036617153513,13335.537365455482359,17539.950002343113738,12304.357411124365171,3328.695272718691740,3328.695272718691740,26.2975693,-80.0906219
1061,9.000000000000000,359604.444444444,30582.222222222222626,7645.111111111111313,1958.555555555555657,1381.777777777777828,0.000000000000000,93217.836131936695892,5619.336210191562714,5636.975226878305875,8635.618989348184186,13597.742324630167786,17008.519844209688017,9471.459248258597654,2740.427856799997244,2740.427856799997244,26.2994518,-80.1027451
1062,10.000000000000000,281439,15346.000000000000000,7673.199999999999818,1958.000000000000000,1199.000000000000000,0.000000000000000,93217.836131936695892,531.859260845110384,4924.674164575385475,15830.290497148642316,11794.312489069609001,19442.176652755180839,2707.900615811796342,2691.937696231079372,2691.937696231079372,26.2887383,-80.1219101
1063,11.000000000000000,792186.363636364,133818.181818181823473,8000.000000000000000,1960.818181818181756,2114.909090909090992,0.272727272727273,93217.782314838535967,11462.009696735032776,11656.195934253983069,1687.802067817011903,17937.334677334401931,14183.226271340925450,16822.911491533148364,4428.611820591889227,4428.611820591889227,26.3083439,-80.0818634
1064,3.000000000000000,412886.666666667,54560.000000000000000,7275.000000000000000,1976.000000000000000,2010.666666666666742,0.000000000000000,93217.836134053621208,5343.758268216472061,6160.237824507234109,20112.528953260993148,18369.249572658438410,14322.569734407979922,8200.453614090685733,7032.663812314652205,7032.663812314652205,26.3001194,-80.1382980
1065,3.000000000000000,206400,40013.333333333335759,10003.666666666666060,1973.000000000000000,1227.000000000000000,0.000000000000000,93217.836134053621208,4704.242561585593648,5082.971703528515718,8660.566861797406091,22611.047228629417077,8102.786788551389691,17144.300914391340484,2596.323086886587134,2596.323086886587134,26.3242645,-80.1016922
1066,4.000000000000000,460190,56885.000000000000000,7584.000000000000000,1979.500000000000000,2297.000000000000000,0.000000000000000,93217.782314838535967,5813.608261089190819,6797.657726182548686,20712.063210188178346,18511.568525120990671,13856.793720662013584,8278.750849344010931,7517.756299802078502,7517.756299802078502,26.2992287,-80.1400375
1067,5.000000000000000,381828,30424.000000000000000,7606.399999999999636,1966.400000000000091,1479.000000000000000,0.000000000000000,93217.782312721625203,6241.994594898768810,6474.389363779985615,7231.337969378476373,15561.521822525481184,14920.952799754504667,11673.861811277121888,762.137019161459648,762.137019161459648,26.3048439,-80.0992355
1068,1.000000000000000,302230,20250.000000000000000,2250.000000000000000,1974.000000000000000,1652.000000000000000,0.000000000000000,93217.782314838535967,3668.515401976329940,6482.783673204672596,19915.157289558126649,15313.934972126022330,16280.402302079601213,5038.837788343440479,6214.527509910096342,5038.837788343440479,26.2906284,-80.1357651
1069,7.000000000000000,379350,15704.285714285713766,7851.571428571428442,1980.571428571428669,1739.142857142857110,0.000000000000000,93217.889951151781133,2265.346766257233867,2721.261567932862818,16255.662565343678580,8199.808987980864913,15759.738028418321846,1983.321216107600094,2038.680589033523574,1983.321216107600094,26.2792358,-80.1176453
1070,5.000000000000000,447288,53678.000000000000000,7157.000000000000000,1981.000000000000000,2344.199999999999818,0.000000000000000,93217.836134053621208,5505.502940869727354,6017.461972243750097,20058.632953122745676,18865.481417201906879,14179.864468623207358,8748.615722832671963,7220.614100462451461,7220.614100462451461,26.3019257,-80.1382828
1071,23.000000000000000,229688.260869565,6314.347826086956957,3158.782608695652016,1980.434782608695741,1051.521739130434753,0.000000000000000,93217.836134053621208,1388.170345684933864,4272.401142979098950,18507.719974598199769,12851.633018849655855,18713.278537032343593,2576.355698635928093,5085.754017452396511,2576.355698635928093,26.2865295,-80.1297302
1072,4.000000000000000,2466347.5,575810.000000000000000,11691.500000000000000,1988.750000000000000,4267.500000000000000,1.000000000000000,93217.836134053621208,12309.923249979190587,12479.188977608226196,1783.914883606395051,15758.706778134162960,16624.307179390048987,15752.938034333992618,4951.570385913305472,4951.570385913305472,26.3015709,-80.0810471
1073,5.000000000000000,319004,14678.000000000000000,7338.600000000000364,1966.599999999999909,1527.200000000000045,0.000000000000000,93217.782314838535967,1286.738377329121931,1435.189308190250813,12696.680677818483673,15183.518644390564077,16279.073511144388249,7832.205086390324141,2223.383870734364336,2223.383870734364336,26.3017883,-80.1157379
1074,7.000000000000000,1524884.28571429,380342.857142857159488,10216.142857142856883,1977.000000000000000,3243.428571428571558,1.000000000000000,93217.782312721625203,11994.737650776160081,12183.679242171283477,1918.713182279617513,15796.947832831743654,16391.508382899653952,15585.154053435409878,4630.556320873409277,4630.556320873409277,26.3020267,-80.0819168
1075,15.000000000000000,368731.333333333,46675.333333333335759,3583.466666666666697,1998.066666666666606,1643.599999999999909,0.000000000000000,93217.782314838535967,12664.892584523504411,13358.909773767059960,27434.238459491614776,24298.542401340131619,7083.679737460121032,5011.395610507111996,12685.349392491601975,5011.395610507111996,26.3020592,-80.1608276
1076,7.000000000000000,249160,34284.285714285717404,8570.285714285713766,1981.857142857142890,1419.857142857142890,0.000000000000000,93217.782312721625203,2979.305190981914166,3190.801408087561413,10108.948461517256874,19100.628825005689578,11810.180157245638839,13153.579256188864747,1651.034994104119733,1651.034994104119733,26.3143692,-80.1069717
1077,6.000000000000000,432576.666666667,49236.666666666664241,11138.166666666666060,1999.833333333333258,2113.000000000000000,0.000000000000000,93217.782312721625203,13596.900398744064660,15006.091193013149677,28992.061250468595972,24480.418695237018255,6814.110836192819079,4544.507788521322254,12202.316867433928564,4544.507788521322254,26.2971210,-80.1651993
1078,10.000000000000000,279015,19350.000000000000000,2150.000000000000000,1973.900000000000091,1406.400000000000091,0.000000000000000,93217.782312721625203,5373.376373392204187,6954.515694607702244,22148.741649768406205,16160.931787770179653,15073.967541775838981,6151.513435621453937,5286.468985982235608,5286.468985982235608,26.2875061,-80.1418610
1079,13.000000000000000,310480.769230769,17502.307692307691468,1298.076923076923094,1985.000000000000000,1386.846153846153811,0.000000000000000,93217.782314838535967,12246.441303246027019,12497.337747779563870,25887.421117935715301,28251.585282680873206,9186.378950669415644,3060.301255898461932,15809.708523771199907,3060.301255898461932,26.3232327,-80.1546097
1080,9.000000000000000,402144.444444444,32351.111111111109494,8087.555555555555657,1964.000000000000000,1565.555555555555657,0.000000000000000,93217.782314838535967,6008.313866737681565,6017.391702587633517,7937.800438060224224,14243.588966831564903,16284.259645172989622,10336.413045310959205,2031.503540048753848,2031.503540048753848,26.3012447,-80.1009979
1081,3.000000000000000,615543.333333333,104000.000000000000000,10400.000000000000000,1979.333333333333258,2364.666666666666515,0.000000000000000,93217.782314838535967,6028.252450849989145,6283.931535587390499,19628.408192350132595,24557.552482921280898,11521.929662236625518,8387.079763811378143,10441.449312599052064,8387.079763811378143,26.3222160,-80.1355286
1082,1.000000000000000,450300,26000.000000000000000,6499.000000000000000,1977.000000000000000,2694.000000000000000,0.000000000000000,93217.782312721625203,4272.896020504857006,4659.026121567158043,8881.294027139147147,18034.917419618064741,12699.323560890650697,12802.070073051228974,1083.234863068264303,1083.234863068264303,26.3116398,-80.1035233
1083,5.000000000000000,343254,16740.000000000000000,8371.200000000000728,1971.200000000000045,1593.000000000000000,0.000000000000000,93217.889951151781133,298.511706956466639,2891.182874217281096,17185.477510813325353,10630.904481375231626,17709.287741601579910,682.007402069168165,4012.777603331324826,682.007402069168165,26.2833347,-80.1236801
1084,2.000000000000000,320820,47885.000000000000000,11971.000000000000000,1956.000000000000000,2052.500000000000000,0.000000000000000,93217.782312721625203,6303.367611725889219,6305.986398462856414,6816.394788085566688,21007.709188497119612,9461.164828957360442,16507.062534704939026,274.896783190251028,274.896783190251028,26.3197193,-80.0965195
1085,10.000000000000000,209846,28000.000000000000000,6999.000000000000000,1976.500000000000000,1314.900000000000091,0.000000000000000,93217.889951151781133,3342.203867141513001,3674.775897490930674,9792.927699365298395,18583.517501502763480,12342.273649350974665,12829.170347066272370,1156.381279533642328,1156.381279533642328,26.3130112,-80.1061096
1086,4.000000000000000,328227.5,37070.000000000000000,1853.500000000000000,1986.000000000000000,1409.750000000000000,0.000000000000000,93217.782314838535967,12422.275575545401807,13468.162776158178531,27499.235503819785663,23728.179238833050476,7523.470330663251843,5995.645610507111996,11887.476848718684778,5995.645610507111996,26.2993507,-80.1608505
1087,6.000000000000000,465503.333333333,38905.000000000000000,5557.500000000000000,1985.166666666666742,1611.500000000000000,0.000000000000000,93217.782314838535967,13014.453641462920132,13611.704992732915343,26856.105794783688907,29938.794786450500396,7660.519341683724633,3996.434406775711068,17410.429834441762068,3996.434406775711068,26.3273106,-80.1571808
1088,6.000000000000000,401551.666666667,16376.666666666666060,8188.333333333333030,2004.833333333333258,2095.000000000000000,0.000000000000000,93217.782314838535967,3392.026797607892149,3497.274828780438384,15749.343876727236420,6973.681943242148009,14902.290711319683396,3279.846425754808024,1706.464071645923241,1706.464071645923241,26.2774086,-80.1141891
1089,10.000000000000000,546471,46030.000000000000000,7013.899999999999636,1987.200000000000045,2111.699999999999818,0.000000000000000,93217.889953268706449,12560.714229881532447,12721.813701339839099,26142.861381278769841,28048.069724578552268,9262.979896905058922,2501.067190443784966,15732.390561220145173,2501.067190443784966,26.3218842,-80.1554871
1090,6.000000000000000,276395,17046.666666666667879,8523.333333333333940,1958.833333333333258,1167.166666666666742,0.000000000000000,93217.889953268706449,2191.718102000068029,4368.210586109580618,15045.454125693911919,10050.585826397578785,18007.766613160176348,2481.546920574893193,3373.421280033134281,2481.546920574893193,26.2855530,-80.1175919
1091,10.000000000000000,473168,47448.000000000000000,7908.100000000000364,1989.000000000000000,2166.900000000000091,0.000000000000000,93217.782312721625203,17031.230398186988168,17094.118590401398251,30644.667022253397590,30688.930122476929682,5232.766263510759018,2955.754704967159341,19246.992587050444854,2955.754704967159341,26.3201599,-80.1693726
1092,16.000000000000000,387591.25,33630.625000000000000,4576.250000000000000,1998.625000000000000,1770.000000000000000,0.000000000000000,93217.782314838535967,14706.036910701484885,15682.055361109443766,29741.249489801102754,25808.102700590992754,5430.673173403334658,4076.945796641996367,13619.030848908298140,4076.945796641996367,26.3002949,-80.1677856
1093,4.000000000000000,338080,13932.500000000000000,6966.500000000000000,1990.000000000000000,1386.500000000000000,0.000000000000000,93217.889951151781133,0.000000000000000,4851.143582992610391,16356.435585320541577,12129.915516518776712,19592.128866155475407,2650.507402069168165,3048.540357485532240,2650.507402069168165,26.2887497,-80.1236420
1094,1.000000000000000,721280,134090.000000000000000,8939.000000000000000,2022.000000000000000,3734.000000000000000,1.000000000000000,93217.782314838535967,5565.200998664256076,5925.881701144881845,7839.459131734057337,22777.580830243394303,7756.649003730812183,17660.346499155064521,2128.806177952763846,2128.806177952763846,26.3246994,-80.0990829
1095,5.000000000000000,275452,30808.000000000000000,7701.399999999999636,1981.400000000000091,1574.000000000000000,0.000000000000000,93217.889953268706449,3181.069124442286011,3206.096501586877366,9871.537807284244991,19890.913421377772465,11051.861042653834375,14018.433667841040005,2468.712136829487008,2468.712136829487008,26.3166199,-80.1060867
1096,15.000000000000000,323646,21046.666666666667879,2104.666666666666515,1997.733333333333348,1317.400000000000091,0.000000000000000,93217.782314838535967,13450.539751176080244,14221.510687927589970,28293.803578246071993,24895.818029794878385,6381.824678392980786,5224.776579173206301,13057.455080692052434,5224.776579173206301,26.3016224,-80.1634369
1097,4.000000000000000,420567.5,31697.500000000000000,7924.500000000000000,1959.500000000000000,1779.000000000000000,0.000000000000000,93217.782314838535967,7731.476153788238662,7735.740513786824522,5414.040258029067445,21303.909211222598969,9318.651635042500857,17438.418596919636911,845.815548526464681,845.815548526464681,26.3201427,-80.0921783
1098,22.000000000000000,287729.090909091,16257.727272727272066,1298.045454545454504,1984.000000000000000,1252.590909090909008,0.000000000000000,93217.889953268706449,11993.563797453385632,12156.346306083974923,25575.509068624571228,27689.660044085594564,9708.238139949811739,2907.764191245969869,15281.136996437742710,2907.764191245969869,26.3218746,-80.1537476
1099,4.000000000000000,521590,89925.000000000000000,7493.750000000000000,1962.250000000000000,1650.250000000000000,0.000000000000000,93217.836134053621208,9093.106393633388507,9203.924855338707857,6539.796105783648272,12026.164521939697806,18643.097916093807726,11010.103675285739882,4111.581644120013152,4111.581644120013152,26.2944279,-80.0932465
1100,10.000000000000000,339712,32522.000000000000000,2391.599999999999909,1988.000000000000000,1636.000000000000000,0.000000000000000,93217.836131936695892,5093.449087717162911,7278.092893823068152,20711.149884201851819,17038.997200925285142,14713.278361022248646,6762.020118870011174,7117.277170405055585,6762.020118870011174,26.2942581,-80.1392059
1101,1.000000000000000,513020,80010.000000000000000,10001.000000000000000,1967.000000000000000,2124.000000000000000,0.000000000000000,93217.889953268706449,10737.581209703075729,10739.075888425208177,4258.517886920409182,13657.794699153952024,17663.496588477959449,13303.536241272173356,4019.639002583882302,4019.639002583882302,26.2975483,-80.0871506
1102,12.000000000000000,234930.833333333,22109.166666666667879,1473.916666666666742,1978.083333333333258,1372.000000000000000,0.000000000000000,93217.889953268706449,5533.257622762275787,5971.359280121176198,7665.782247500808808,17360.892355715554004,13155.705418831785209,12883.350592749608040,1190.580329102563155,1190.580329102563155,26.3098145,-80.1000671
1103,6.000000000000000,372386.666666667,16335.000000000000000,8167.000000000000000,1977.333333333333258,1776.166666666666742,0.000000000000000,93217.782314838535967,565.617384198964373,1834.318351163896750,17505.256042354911187,9622.747971203998532,16529.411614777400246,303.300712186759540,2886.021226767960343,303.300712186759540,26.2801704,-80.1228409
1104,7.000000000000000,235207.142857143,18668.571428571427532,9333.571428571429351,1958.571428571428669,1229.571428571428669,0.000000000000000,93217.782314838535967,2852.960939630152097,3970.495436177605370,15053.919025407452864,8915.040503149786673,16937.004827486398426,2541.949807374779084,3378.755349182269583,2541.949807374779084,26.2828350,-80.1158829
1105,5.000000000000000,226018,35658.000000000000000,7021.399999999999636,1988.000000000000000,1302.200000000000045,0.000000000000000,93217.782314838535967,4055.231458886282326,4107.144635578815723,9108.191997475893004,21312.923111607058672,9521.151700820255428,15714.462610215474342,2559.068459513935068,2559.068459513935068,26.3206654,-80.1034546
1106,9.000000000000000,495100,37936.666666666664241,6322.555555555555657,1987.666666666666742,1954.444444444444343,0.000000000000000,93217.782312721625203,13046.003664594061775,13472.587747307199606,26799.923574248328805,29424.459936940482294,8016.344280361056917,3369.523322119889599,16988.346159415108559,3369.523322119889599,26.3255043,-80.1571960
1107,3.000000000000000,636223.333333333,76956.666666666671517,19239.000000000000000,1963.000000000000000,3743.666666666666515,0.000000000000000,93217.836134053621208,6000.658729926199157,6000.658729926199157,7053.282837922497492,20173.184017978073825,10296.971695948492197,15662.808308054114605,821.683755679388128,821.683755679388128,26.3174686,-80.0974045
1108,9.000000000000000,338828.888888889,14886.666666666666060,7443.333333333333030,1963.333333333333258,1581.555555555555657,0.000000000000000,93217.889953268706449,1683.407887437413365,1966.353946327681797,12476.125804424260423,14627.323156530745109,16759.280445335647528,7471.321570367364984,1804.495218403253830,1804.495218403253830,26.3004284,-80.1148834
1109,7.000000000000000,367567.142857143,33091.428571428572468,4628.000000000000000,1982.571428571428669,1548.428571428571331,0.000000000000000,93217.836131936695892,5336.066096695266424,6820.279899117715104,20538.479492270333139,17724.785533921680326,14370.260843362826563,7469.014675409063784,7127.341973448044882,7127.341973448044882,26.2969666,-80.1391907
1110,4.000000000000000,281152.5,23667.500000000000000,1972.250000000000000,1984.000000000000000,1463.000000000000000,0.000000000000000,93217.889953268706449,4226.929584737960795,6644.558313241436736,19911.010115077478986,16310.188170200712193,15565.380129188639330,6045.146616561565679,6279.682690346961863,6045.146616561565679,26.2937927,-80.1366119
1111,7.000000000000000,261792.857142857,15451.428571428570649,7725.714285714285325,1962.428571428571331,1309.857142857142890,0.000000000000000,93217.782312721625203,1434.901401386088310,3231.472377444858921,16190.018622985673574,9879.467129313079568,17394.198455576497508,1313.716549397606059,3604.753217352082174,1313.716549397606059,26.2833118,-80.1202164
1112,15.000000000000000,299005.333333333,14596.666666666666060,1216.200000000000045,2003.000000000000000,1320.799999999999955,0.000000000000000,93217.889953268706449,6437.263467802239575,6839.004136001941333,23987.343179608815262,15984.120256851230806,15512.432176327558409,6832.830215478355058,3570.344355841995821,3570.344355841995821,26.2812080,-80.1453705
1113,8.000000000000000,281678.75,13867.500000000000000,6933.500000000000000,1983.125000000000000,1371.375000000000000,0.000000000000000,93217.889953268706449,3893.989057795217832,4238.316748810904755,10770.021429136764709,13013.260523261025810,17944.538499168404087,7514.005970206155325,758.354311039998606,758.354311039998606,26.2972317,-80.1088333
1114,2.000000000000000,291530,15505.000000000000000,7752.500000000000000,1996.000000000000000,1942.000000000000000,0.000000000000000,93217.782314838535967,2843.251276551068713,3555.855956518701532,15414.665556126601587,8369.141922319286095,16290.756527971607284,2448.885965156692691,2729.266409368283803,2448.885965156692691,26.2810307,-80.1158981
1115,10.000000000000000,329458,16328.000000000000000,8163.399999999999636,1962.000000000000000,1339.900000000000091,0.000000000000000,93217.889953268706449,2284.766092415281491,3575.695734066501245,15537.135633116909958,9232.907416640086012,17042.740445151073800,2000.346560752035884,3351.013922361889854,2000.346560752035884,26.2828445,-80.1176147
1116,9.000000000000000,305550,30654.444444444445253,7663.444444444444343,1970.555555555555657,1488.000000000000000,0.000000000000000,93217.889953268706449,2415.175909888700062,2951.646975359744829,10890.975774307238680,22423.520255725703464,8481.015311492512410,16022.777006173984773,4460.927481756302768,4460.927481756302768,26.3234062,-80.1086349
1117,15.000000000000000,409980,25728.000000000000000,4032.733333333333121,1997.133333333333439,1670.333333333333258,0.000000000000000,93217.782314838535967,14509.399574895618571,14638.534666135421503,28082.328645914865774,28755.823829741006193,7212.774250976184703,1068.457236434105653,16934.909795822808519,1068.457236434105653,26.3196640,-80.1615753
1118,9.000000000000000,326181.111111111,14446.666666666666060,7223.444444444444343,1959.777777777777828,1376.111111111111086,0.000000000000000,93217.782314838535967,3578.191884011804177,3911.990774751011941,11000.604451116252676,13231.496310336451643,17762.829007979467860,7464.789201555548971,864.362074302598558,864.362074302598558,26.2976894,-80.1096954
1119,5.000000000000000,463322,47380.000000000000000,2369.000000000000000,2021.000000000000000,1914.200000000000045,0.000000000000000,93217.836131936695892,3792.394913134785384,3984.714948705597180,17549.931136957900890,19992.100686555295397,14301.411577823593689,10010.385143617675567,6878.995065582552343,6878.995065582552343,26.3104515,-80.1304169
1120,4.000000000000000,431175,16235.000000000000000,8117.250000000000000,1994.500000000000000,2444.250000000000000,0.000000000000000,93217.782312721625203,2542.162106578698967,2742.206047338241206,16316.534432751250279,7642.394879823680640,15218.346690451462564,2438.335759655566108,1553.616416445817094,1553.616416445817094,26.2778759,-80.1167831
1121,5.000000000000000,415030,37054.000000000000000,2470.000000000000000,1980.200000000000045,1282.599999999999909,0.000000000000000,93217.782312721625203,12537.279972843325595,12537.279972843325595,519.478928124547906,21353.268823740403604,11845.603234411450103,19873.829400961953070,5691.547974849624552,5691.547974849624552,26.3168907,-80.0774612
1122,7.000000000000000,341904.285714286,34911.428571428572468,2493.571428571428442,1987.000000000000000,1635.428571428571331,0.000000000000000,93217.836131936695892,4696.779577608899672,7298.690628674548861,20537.409149530394643,16496.429516430442163,15166.307641596700705,6220.545234129158416,6881.411441193590690,6220.545234129158416,26.2929001,-80.1383514
1123,2.000000000000000,2031875,518855.000000000000000,24478.000000000000000,2012.000000000000000,4805.000000000000000,1.000000000000000,93217.782314838535967,7854.267650361026426,8162.385288989265064,5687.057880316481715,23257.977028160272312,7358.835193414175592,19068.736874003894627,2272.807747329577069,2272.807747329577069,26.3255596,-80.0921402
1124,1.000000000000000,856400,202430.000000000000000,13495.000000000000000,1948.000000000000000,1039.000000000000000,0.000000000000000,93217.782312721625203,12543.749641305930709,12543.749641305930709,587.548003312248625,22277.149798208105494,10988.482576453912770,20530.442670690586965,5627.283131974074422,5627.283131974074422,26.3195972,-80.0774384
1125,11.000000000000000,220468.181818182,24020.000000000000000,6006.000000000000000,1989.363636363636260,1389.636363636363740,0.000000000000000,93217.889951151781133,3327.882703512523221,3364.490300473586558,10376.037950586935040,15272.890560464806185,15654.591913658619887,9392.802913214030923,2068.431822695654773,2068.431822695654773,26.3035507,-80.1087875
1126,6.000000000000000,366460,33620.000000000000000,8404.833333333333940,1961.500000000000000,1463.333333333333258,0.000000000000000,93217.782312721625203,4980.906805423486730,5063.444497294639405,8675.466634674447050,15085.763448158819301,15596.072337816198342,10370.776637619499525,2139.017227635996733,2139.017227635996733,26.3035183,-80.1035843
1127,1.000000000000000,306100,15470.000000000000000,7736.000000000000000,1983.000000000000000,1046.000000000000000,0.000000000000000,93217.889953268706449,274.172225762624748,3543.451364626761460,16888.170726275879133,11114.311831378194256,18334.902326535539032,1338.174068733351305,4105.170369552162811,1338.174068733351305,26.2851391,-80.1236649
1128,2.000000000000000,382255,18750.000000000000000,7500.000000000000000,1964.000000000000000,1893.000000000000000,0.000000000000000,93217.836134053621208,1600.325511236908369,3077.835792155654417,19363.020901190102450,12110.229579031572939,18235.634332237863418,2068.497617763442577,4258.543282461520903,2068.497617763442577,26.2824745,-80.1306229
1129,18.000000000000000,232180.555555556,9518.333333333333940,3173.166666666666515,1984.277777777777828,1026.555555555555657,0.000000000000000,93217.782312721625203,1303.881730493646728,4977.362538668671732,17950.282495427109097,13232.421809346249574,18621.543037231371272,3059.931678930044654,4394.292168374719040,3059.931678930044654,26.2887802,-80.1288452
1130,18.000000000000000,370211.111111111,44700.555555555554747,3608.666666666666515,1998.388888888888914,1661.055555555555657,0.000000000000000,93217.782312721625203,12980.689758305254145,13631.258398966951063,27710.702611043707293,24624.629454581838218,6758.137815332968785,4849.615247297175301,12982.285876193976947,4849.615247297175301,26.3025150,-80.1616974
1131,5.000000000000000,601342,73576.000000000000000,9197.000000000000000,1960.799999999999955,1921.200000000000045,0.000000000000000,93217.782314838535967,9552.312135829313775,9839.380035850910645,3635.633808167738607,17202.670198989322671,13890.270917249232298,15151.235471756710467,2504.723306713931379,2504.723306713931379,26.3079319,-80.0879364
1132,6.000000000000000,342576.666666667,115110.000000000000000,9150.666666666666060,1963.000000000000000,1476.500000000000000,0.166666666666667,93217.889953268706449,5271.392994013624048,5599.915498413213754,8096.941159867363240,22610.106884064629412,7970.209527486676961,17386.986490119095834,2176.934721911470660,2176.934721911470660,26.3242550,-80.0999527
1133,11.000000000000000,398612.727272727,39780.909090909088263,6261.545454545454959,1998.181818181818244,2024.454545454545496,0.000000000000000,93217.889953268706449,13523.719915981615486,14593.272220212509637,28631.905073559122684,24673.727928868887830,6549.773374806479296,5008.832478578390692,12607.274154003707736,5008.832478578390692,26.2993717,-80.1643219
1134,13.000000000000000,439909.230769231,55196.153846153843915,4174.153846153845734,1984.076923076923094,2154.923076923077133,0.000000000000000,93217.782312721625203,7374.499995197651515,7964.726838597050119,21138.221651647629187,26241.828568377386546,11686.528233865155926,7467.027569684430091,12229.434419289478683,7467.027569684430091,26.3254013,-80.1398468
1135,3.000000000000000,463723.333333333,48140.000000000000000,8023.000000000000000,1979.000000000000000,2227.333333333333485,0.000000000000000,93217.889951151781133,5116.525284323721280,5376.871296665070986,19458.168966839828499,19019.094008922966168,14628.396034809013145,9021.143871768121244,6946.098181129295881,6946.098181129295881,26.3037205,-80.1365356
1136,6.000000000000000,518418.333333333,51010.000000000000000,7644.333333333333030,1986.833333333333258,1845.000000000000000,0.000000000000000,93217.889953268706449,15297.248537933273838,15767.045436848637110,29092.695388179603469,31143.328401572762232,6051.306609654179738,3658.234756054103400,18994.139816834860540,3658.234756054103400,26.3264484,-80.1641235
1137,9.000000000000000,232147.777777778,36973.333333333335759,9243.444444444445253,1965.555555555555657,1444.888888888888914,0.000000000000000,93217.889951151781133,5291.858243442615276,5737.602606376914991,8146.667119071105844,22938.184597532006592,7649.008157357176060,17682.125655688047118,2428.143304299154806,2428.143304299154806,26.3251572,-80.0999451
1138,5.000000000000000,1618896,426008.000000000000000,14783.799999999999272,1974.799999999999955,3396.400000000000091,0.800000000000000,93217.836131936695892,8886.241940629644887,8901.058805847713302,4309.790853026462173,21799.961391515487776,9160.196996604448941,18384.516569019899180,2027.704150793427743,2027.704150793427743,26.3210239,-80.0887070
1139,4.000000000000000,314260,20250.000000000000000,2250.000000000000000,1976.750000000000000,1675.250000000000000,0.000000000000000,93217.836134664714336,7107.034564525018141,8528.854288644843109,23693.586820612901647,17765.093952356146474,13461.824192823072735,7861.333166400416303,6129.549558050656742,6129.549558050656742,26.2884388,-80.1470566
1140,11.000000000000000,280903.636363636,25584.545454545455868,6395.909090909090992,1985.363636363636260,1391.090909090909008,0.000000000000000,93217.782312721625203,2647.588166252350675,2797.436915722941194,10537.663033258810174,21577.427521282297675,9335.917233365682478,15334.649555392295952,3987.383136586082856,3987.383136586082856,26.3211441,-80.1077881
1141,8.000000000000000,271067.5,28000.000000000000000,6999.000000000000000,1974.000000000000000,1641.125000000000000,0.000000000000000,93217.889953268706449,3286.988531046153184,3518.124639209324414,9816.019008235303772,18910.302356379976118,12019.225483875878126,13124.287159671916015,1484.463583430813514,1484.463583430813514,26.3139133,-80.1061020
1142,2.000000000000000,384115,47765.000000000000000,11941.000000000000000,1951.500000000000000,1510.000000000000000,0.000000000000000,93217.836134053621208,5712.083086930955687,5712.083086930955687,7346.211963644572279,20325.241742895759671,10158.017695759004710,15649.577235824583113,971.984892153208989,971.984892153208989,26.3179264,-80.0982666
