OID_,PARCEL_ID,JV,LND_VAL,LND_SQFOOT,ACT_YR_BLT,TOT_LVG_AREA,WaterAccess,Hwy_Acc_NEAR_DIST,Hwy_NEAR_DIST,Beach_Acc_NEAR_DIST,Grocery_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long
6645,484209070280.000000000000000,378160.000000000000000,42380.000000000000000,2119.000000000000000,1987.000000000000000,1603.000000000000000,0,23640.177568785849871,11720.948472024163493,26395.849823845437641,23640.177568785849871,5114.583115521877517,26.30263835,-80.15710645
6646,484212240970.000000000000000,299930.000000000000000,14000.000000000000000,7000.000000000000000,1973.000000000000000,1407.000000000000000,0,15155.745593082599953,2864.036599379599465,11384.150744801483597,15155.745593082599953,2732.296083381462267,26.3023054,-80.11119029
6647,484308032270.000000000000000,1307620.000000000000000,681150.000000000000000,13623.000000000000000,1979.000000000000000,3901.000000000000000,1,15610.277057884515671,11157.457614353188546,3017.052323135354072,15610.277057884515671,3817.386642019623650,26.30205511,-80.08512231
6648,484212100240.000000000000000,309150.000000000000000,26910.000000000000000,6727.000000000000000,1960.000000000000000,1393.000000000000000,0,14811.403513872914118,5137.844551037058409,9050.800893211211587,14811.403513872914118,2701.952129660558967,26.30227222,-80.10402618
6649,484212240980.000000000000000,332900.000000000000000,16130.000000000000000,8066.000000000000000,1973.000000000000000,1405.000000000000000,0,15170.224608174978130,2791.650331244437439,11459.416290849605502,15170.224608174978130,2741.682497448512549,26.30229949,-80.11142038
6650,484210110401.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20022.680661612917902,6926.296230030049628,21453.180773180200049,20022.680661612917902,7942.959154839669282,26.30255491,-80.14200487
6651,484212240510.000000000000000,435290.000000000000000,13780.000000000000000,6889.000000000000000,1977.000000000000000,1823.000000000000000,0,15219.038103009115730,2631.019338797423643,11620.525918239816747,15219.038103009115730,2785.214117562969477,26.30233282,-80.11191748
6652,484209190160.000000000000000,338760.000000000000000,29010.000000000000000,2901.000000000000000,1997.000000000000000,1348.000000000000000,0,25190.669675557750452,13614.493526357644441,28350.703773730107059,25190.669675557750452,5014.261520932133863,26.30264884,-80.16307691
6653,484212240380.000000000000000,291330.000000000000000,13730.000000000000000,6866.000000000000000,1972.000000000000000,1243.000000000000000,0,15240.402358711853594,2536.276875646585268,11718.716257246027453,15240.402358711853594,2806.921997573353565,26.30232774,-80.11221786
6654,484307250330.000000000000000,354370.000000000000000,29400.000000000000000,7350.000000000000000,1962.000000000000000,1420.000000000000000,0,14798.022761797130443,5370.001243049019649,8812.493956026844899,14798.022761797130443,2545.293629471419990,26.30227234,-80.10329369
6655,484307250280.000000000000000,416410.000000000000000,29820.000000000000000,7456.000000000000000,1962.000000000000000,1435.000000000000000,0,14783.703962177252833,5618.051688565959012,8559.644098898381344,14783.703962177252833,2334.216259473666469,26.30226049,-80.10251454
6656,484210033750.000000000000000,436420.000000000000000,46290.000000000000000,7715.000000000000000,1978.000000000000000,1890.000000000000000,0,18835.353974156885670,5167.938880502773827,19647.536969410692109,18835.353974156885670,6916.728279117526654,26.30246784,-80.13648291
6657,484307250080.000000000000000,397560.000000000000000,30000.000000000000000,7500.000000000000000,1962.000000000000000,1375.000000000000000,0,14775.541516647372191,5766.761782976661380,8408.783248188909056,14775.541516647372191,2213.530221201772747,26.30224872,-80.10204878
6658,484212240250.000000000000000,353890.000000000000000,15850.000000000000000,7926.000000000000000,1972.000000000000000,1540.000000000000000,0,15251.025936679263395,2401.595279016461518,11866.336544891933954,15251.025936679263395,2823.285298899721056,26.30225728,-80.11266323
6659,484209160011.000000000000000,466900.000000000000000,63730.000000000000000,5632.000000000000000,2000.000000000000000,2045.000000000000000,0,24935.026420462290844,13327.017568054008734,28066.532164441203349,24935.026420462290844,5024.005112335637023,26.30252953,-80.1622046
6660,484212240230.000000000000000,442110.000000000000000,18640.000000000000000,9322.000000000000000,1976.000000000000000,2173.000000000000000,0,15273.863555647358226,2270.432838734703637,12005.777104507369586,15273.863555647358226,2822.502992255504978,26.30222266,-80.11308709
6661,484210030780.000000000000000,431920.000000000000000,52500.000000000000000,7000.000000000000000,1983.000000000000000,1816.000000000000000,0,19239.127980174478580,5792.218586857785340,20291.941780537028535,19239.127980174478580,7518.139133505021164,26.30246844,-80.1384522
6662,484308031300.000000000000000,2004080.000000000000000,814000.000000000000000,16280.000000000000000,1964.000000000000000,3217.000000000000000,1,15770.551832697246937,11662.523536017994047,2556.650862943387892,15770.551832697246937,4307.224707412500720,26.30199448,-80.08354871
6663,484212250050.000000000000000,355210.000000000000000,25280.000000000000000,12640.000000000000000,1974.000000000000000,1601.000000000000000,0,15620.605221284096842,1153.378419418247404,13151.982389643615534,15620.605221284096842,2539.497460789319121,26.30225654,-80.11660145
6664,484209160370.000000000000000,367060.000000000000000,41330.000000000000000,4133.000000000000000,1998.000000000000000,1664.000000000000000,0,24454.701945116954448,12735.653892911705043,27450.087188992576557,24454.701945116954448,4988.618161703219812,26.3025816,-80.16032396
6665,484212100350.000000000000000,363010.000000000000000,40800.000000000000000,10199.000000000000000,1960.000000000000000,1327.000000000000000,0,14773.853679053781889,5233.659072240728165,8964.621694792811468,14773.853679053781889,2689.789840840353463,26.30218397,-80.10374951
6666,484212240100.000000000000000,320020.000000000000000,14880.000000000000000,7441.000000000000000,1973.000000000000000,1287.000000000000000,0,15051.790775336683510,3312.168402033089023,10926.792922139953589,15051.790775336683510,2696.193796227151324,26.3022759,-80.10978503
6667,484209160630.000000000000000,366830.000000000000000,40420.000000000000000,4042.000000000000000,1998.000000000000000,1664.000000000000000,0,24720.219353074156970,13059.813597622427551,27785.761860112925206,24720.219353074156970,4991.025643246114669,26.30257385,-80.16134882
6668,484307170710.000000000000000,401120.000000000000000,27000.000000000000000,6750.000000000000000,1968.000000000000000,1429.000000000000000,0,14746.574598160381356,6350.732365430187201,7821.860048275559166,14746.574598160381356,1798.810172991611125,26.30216923,-80.10022945
6669,484209160020.000000000000000,516750.000000000000000,84480.000000000000000,5632.000000000000000,2001.000000000000000,2207.000000000000000,0,24890.936352950360742,13282.761956609168919,28026.466385660209198,24890.936352950360742,5039.594597804160003,26.30247706,-80.1620802
6670,484210033930.000000000000000,476650.000000000000000,45000.000000000000000,7500.000000000000000,1979.000000000000000,2262.000000000000000,0,18918.443017043671716,5321.296037558318858,19813.282845277757588,18918.443017043671716,7060.756923010127139,26.30240224,-80.13698575
6671,484210033900.000000000000000,465480.000000000000000,45000.000000000000000,7500.000000000000000,1979.000000000000000,2321.000000000000000,0,18979.449088562199904,5417.623038109016306,19913.221626939914131,18979.449088562199904,7153.286999710335294,26.3023978,-80.13729092
6672,484209190150.000000000000000,308720.000000000000000,16420.000000000000000,1642.000000000000000,1997.000000000000000,1273.000000000000000,0,25164.272313601679343,13593.218269679153309,28335.420375509966107,25164.272313601679343,5034.474786628695256,26.30258626,-80.16302793
6673,484209160430.000000000000000,368870.000000000000000,43730.000000000000000,4373.000000000000000,1998.000000000000000,1664.000000000000000,0,24621.979134343266196,12955.705555824539260,27687.523739990541799,24621.979134343266196,5020.191753343760865,26.30248746,-80.16104544
6674,484307050130.000000000000000,905720.000000000000000,209790.000000000000000,7770.000000000000000,1964.000000000000000,1836.000000000000000,1,15368.870236836459299,10378.862797212874284,3768.311009304318759,15368.870236836459299,3084.649183219260522,26.30208186,-80.08756696
6675,484209070460.000000000000000,394920.000000000000000,41040.000000000000000,2052.000000000000000,1987.000000000000000,1693.000000000000000,0,23986.813006187352585,12167.914594365433004,26867.256532440103911,23986.813006187352585,5054.828032134335444,26.30254817,-80.15854263
6676,484307170620.000000000000000,343640.000000000000000,30000.000000000000000,7500.000000000000000,1965.000000000000000,1327.000000000000000,0,14742.565329256312907,6016.768976326330630,8164.263168478979424,14742.565329256312907,2040.143908738821438,26.30216616,-80.10128399
6677,484308040100.000000000000000,481650.000000000000000,60000.000000000000000,7500.000000000000000,1961.000000000000000,1457.000000000000000,0,15412.379392637971250,10548.316336363444861,3606.113595589181386,15412.379392637971250,3242.557749450360006,26.30206053,-80.08703929
6678,484307050100.000000000000000,1133540.000000000000000,232880.000000000000000,8625.000000000000000,1961.000000000000000,2600.000000000000000,1,15314.287506161810597,10215.860216834438688,3932.642955880540285,15314.287506161810597,2938.007991503152425,26.30206382,-80.08808544
6679,484210030400.000000000000000,443320.000000000000000,42000.000000000000000,7000.000000000000000,1981.000000000000000,1812.000000000000000,0,19383.356167844554875,6036.131295128679994,20552.602978760998667,19383.356167844554875,7752.485286779930902,26.30238994,-80.13924446
6680,484307250300.000000000000000,379070.000000000000000,34940.000000000000000,8735.000000000000000,1962.000000000000000,1389.000000000000000,0,14727.414499833725131,5547.002506173977963,8655.414306838431003,14727.414499833725131,2441.122969131547052,26.3020973,-80.10278609
6681,484210110223.000000000000000,278210.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20439.848534028242284,7551.998090134444283,22111.092022652755986,20439.848534028242284,7469.780947713959904,26.30244853,-80.14400966
6682,484307250120.000000000000000,401250.000000000000000,28000.000000000000000,7000.000000000000000,1965.000000000000000,1566.000000000000000,0,14737.758022479216379,5873.277291378026348,8313.649944606690042,14737.758022479216379,2157.274098013530420,26.30214945,-80.10174156
6683,484307250310.000000000000000,356840.000000000000000,35190.000000000000000,8797.000000000000000,1962.000000000000000,1277.000000000000000,0,14728.863496760905036,5474.658151359059048,8730.157417624484879,14728.863496760905036,2503.964254827769309,26.30209315,-80.10301554
6684,484307050310.000000000000000,914290.000000000000000,204120.000000000000000,7560.000000000000000,1959.000000000000000,1869.000000000000000,1,15222.758973831452749,9890.871554336936242,4255.540987559036694,15222.758973831452749,2650.117791638898780,26.30206038,-80.08910997
6685,484210110463.000000000000000,278280.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20111.783244989790546,7091.867589236775530,21638.214842385237716,20111.783244989790546,7830.901090443499925,26.30242866,-80.14256383
6686,484212100120.000000000000000,458160.000000000000000,28030.000000000000000,7007.000000000000000,1960.000000000000000,1965.000000000000000,0,14774.241251015622765,4980.218765588736460,9231.354554868546984,14774.241251015622765,2704.102179281738245,26.30213575,-80.10456311
6687,484209160030.000000000000000,516380.000000000000000,84480.000000000000000,5632.000000000000000,1997.000000000000000,2207.000000000000000,0,24846.849283423114684,13238.506027203262420,27986.415276716488734,24846.849283423114684,5055.536552036819558,26.30242459,-80.1619558
6688,484209070300.000000000000000,389070.000000000000000,42300.000000000000000,2115.000000000000000,1987.000000000000000,1654.000000000000000,0,23612.508828738758893,11714.796492781866618,26405.326568704578676,23612.508828738758893,5164.482644767695092,26.30249192,-80.1571295
6689,484212270670.000000000000000,516970.000000000000000,29610.000000000000000,14803.000000000000000,1973.000000000000000,2775.000000000000000,0,15299.094877003468355,2025.567786183999260,12274.261705526716469,15299.094877003468355,2670.850779201398836,26.30209405,-80.11389695
6690,484212250280.000000000000000,340890.000000000000000,15820.000000000000000,7912.000000000000000,1974.000000000000000,1425.000000000000000,0,15715.575406499572637,846.733218977886168,13472.243413923457410,15715.575406499572637,2533.160048848216320,26.30222171,-80.117579
6691,484210030450.000000000000000,390200.000000000000000,42000.000000000000000,7000.000000000000000,1981.000000000000000,2000.000000000000000,0,19312.361322518299858,5937.057833378498799,20453.005480007188453,19312.361322518299858,7655.234809719755503,26.30236624,-80.13893878
6692,484212240220.000000000000000,320310.000000000000000,16000.000000000000000,8000.000000000000000,1973.000000000000000,1281.000000000000000,0,15302.790295420587427,2132.244923180593560,12151.306037142763671,15302.790295420587427,2752.100476238514148,26.30219703,-80.1135305
6693,484210032220.000000000000000,431490.000000000000000,56250.000000000000000,7500.000000000000000,1979.000000000000000,2287.000000000000000,0,19066.222741542525910,5567.815070481050498,20073.637255090430699,19066.222741542525910,7296.353669309471115,26.30235043,-80.13777849
6694,484209160420.000000000000000,348840.000000000000000,31500.000000000000000,3150.000000000000000,1998.000000000000000,1620.000000000000000,0,24586.939359130697994,12920.476780707793296,27655.650511401421682,24586.939359130697994,5035.091842523524974,26.30244565,-80.16094642
6695,484307170520.000000000000000,348050.000000000000000,29100.000000000000000,7276.000000000000000,1967.000000000000000,1343.000000000000000,0,14702.095129926708978,6111.923421355332721,8082.873181504798595,14702.095129926708978,2004.407501954803820,26.30205491,-80.10101609
6696,484209190140.000000000000000,308840.000000000000000,16420.000000000000000,1642.000000000000000,1997.000000000000000,1273.000000000000000,0,25146.027035227500164,13580.205210296826408,28327.710579656173650,25146.027035227500164,5052.537575019753604,26.30253281,-80.16300237
6697,484210110483.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20249.739952620489930,7291.867604989960455,21845.927906106524460,20249.739952620489930,7675.691370630859637,26.3024178,-80.14319793
6698,484307171200.000000000000000,437820.000000000000000,30000.000000000000000,7500.000000000000000,1968.000000000000000,1642.000000000000000,0,14757.159800367480784,7153.912788388726767,7013.800363981608825,14757.159800367480784,1441.780650374285642,26.30208986,-80.09772168
6699,484307210020.000000000000000,529830.000000000000000,66010.000000000000000,8251.000000000000000,1961.000000000000000,1717.000000000000000,0,15174.645905394267174,9740.507210172383566,4409.536678807985481,15174.645905394267174,2523.722931037197668,26.30203723,-80.08959009
6700,484209070360.000000000000000,396570.000000000000000,41380.000000000000000,2069.000000000000000,1987.000000000000000,1679.000000000000000,0,23750.704424814015510,11888.757393803285595,26586.294487726503576,23750.704424814015510,5128.978541084866265,26.30248001,-80.15768174
6701,484212241200.000000000000000,518520.000000000000000,14280.000000000000000,7140.000000000000000,1973.000000000000000,2324.000000000000000,0,15045.490148531653176,3163.808084816689643,11093.285888769534722,15045.490148531653176,2657.571562243635981,26.30216936,-80.11028403
6702,484307171270.000000000000000,394330.000000000000000,30000.000000000000000,7500.000000000000000,1966.000000000000000,1631.000000000000000,0,14747.474408084355673,7057.637078876077794,7112.886672946212457,14747.474408084355673,1471.043934471904095,26.30208311,-80.0980268
6703,484307210070.000000000000000,509330.000000000000000,65740.000000000000000,8218.000000000000000,1964.000000000000000,1698.000000000000000,0,15145.345840210851748,9634.714435358375340,4516.256918765135197,15145.345840210851748,2435.603793845752080,26.30203069,-80.08992513
6704,484307170790.000000000000000,429500.000000000000000,30330.000000000000000,7583.000000000000000,1967.000000000000000,1597.000000000000000,0,14711.926513390590117,6452.896665125140316,7732.179828518811519,14711.926513390590117,1767.554348525669866,26.30206771,-80.09993661
6705,484308030610.000000000000000,2531400.000000000000000,974030.000000000000000,14985.000000000000000,1977.000000000000000,5073.000000000000000,1,16103.428845241734962,12591.023581152836414,1791.900583544186929,16103.428845241734962,5220.952186234722831,26.30188083,-80.08065646
6706,484209070480.000000000000000,408250.000000000000000,44900.000000000000000,2245.000000000000000,1986.000000000000000,1657.000000000000000,0,24012.976401302432350,12215.251719368983686,26924.953217472386314,24012.976401302432350,5075.950665434699658,26.30246677,-80.15871556
6707,484209160410.000000000000000,327230.000000000000000,31500.000000000000000,3150.000000000000000,1998.000000000000000,1513.000000000000000,0,24557.601007144679897,12890.973093659835286,27628.960506941191852,24557.601007144679897,5047.718858103678031,26.30241067,-80.16086349
6708,484210110224.000000000000000,278030.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20448.230395002596197,7578.277548348945857,22144.020554062844894,20448.230395002596197,7458.884340140922177,26.30239655,-80.14410764
6709,484308032290.000000000000000,1183880.000000000000000,407240.000000000000000,10181.000000000000000,1964.000000000000000,2915.000000000000000,1,15525.565532346301552,11005.435031276992959,3182.021882982333409,15525.565532346301552,3677.414553600379804,26.30196768,-80.08562581
6710,484210110464.000000000000000,278280.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20118.208888155877503,7113.850462076655276,21665.816098988667363,20118.208888155877503,7820.639159069765810,26.30238484,-80.14264589
6711,484307210100.000000000000000,411930.000000000000000,66630.000000000000000,8329.000000000000000,1966.000000000000000,1564.000000000000000,0,15103.832719919362717,9479.315762494474257,4673.190045819245825,15103.832719919362717,2309.462502641408264,26.30202157,-80.09041713
6712,484212100250.000000000000000,346120.000000000000000,28820.000000000000000,7205.000000000000000,1960.000000000000000,1405.000000000000000,0,14743.821736994828825,5141.634408290073225,9073.010486658558875,14743.821736994828825,2763.676134597508735,26.30208341,-80.10406905
6713,484212250040.000000000000000,373720.000000000000000,33090.000000000000000,16544.000000000000000,1974.000000000000000,1714.000000000000000,0,15557.380601999593637,1133.070744152330235,13200.984233612631215,15557.380601999593637,2456.528754603253674,26.3020323,-80.11673061
6714,484209070340.000000000000000,490350.000000000000000,41980.000000000000000,2099.000000000000000,1987.000000000000000,1664.000000000000000,0,23704.059447367952089,11835.866315954439415,26534.498807128129556,23704.059447367952089,5149.083606665651132,26.30245391,-80.15752246
6715,484308032450.000000000000000,1915840.000000000000000,414000.000000000000000,10350.000000000000000,2008.000000000000000,3513.000000000000000,1,15457.397015524520612,10808.259479088881562,3373.707295127046564,15457.397015524520612,3492.098088224018284,26.30196032,-80.0862489
6716,484209160040.000000000000000,302300.000000000000000,47540.000000000000000,3169.000000000000000,1999.000000000000000,1297.000000000000000,0,24793.700622441108862,13176.770483386215346,27924.167905365138722,24793.700622441108862,5056.563302606935395,26.30241054,-80.16176512
6717,484210110484.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20256.400219755214493,7313.850078994079013,21873.524981440838019,20256.400219755214493,7665.958975301628925,26.30237398,-80.14327999
6718,484210110222.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20409.394890744173608,7529.850453902520712,22096.488758098228573,20409.394890744173608,7499.647810286060121,26.30237444,-80.14396128
6719,484209190130.000000000000000,338530.000000000000000,29170.000000000000000,2917.000000000000000,1997.000000000000000,1348.000000000000000,0,25125.508327409574122,13568.111800358943583,28323.336841578529857,25125.508327409574122,5078.975845288858181,26.30245732,-80.1629861
6720,484212240500.000000000000000,261410.000000000000000,14040.000000000000000,7021.000000000000000,1973.000000000000000,1287.000000000000000,0,15151.050808360625524,2650.641172175101019,11624.802880835846736,15151.050808360625524,2717.109658422884877,26.30214191,-80.111911
6721,484209160270.000000000000000,396130.000000000000000,69960.000000000000000,4664.000000000000000,1998.000000000000000,1664.000000000000000,0,24320.067494331829948,12597.325414704275317,27322.910329385093064,24320.067494331829948,5047.594382347143437,26.30243607,-80.15992977
6722,484212240390.000000000000000,620840.000000000000000,14000.000000000000000,7000.000000000000000,1972.000000000000000,2930.000000000000000,0,15172.885714833679231,2554.244946272960988,11724.663610239174886,15172.885714833679231,2739.745746382562174,26.30213674,-80.11221663
6723,484307250320.000000000000000,379040.000000000000000,37400.000000000000000,9350.000000000000000,1962.000000000000000,1481.000000000000000,0,14718.456793110262879,5391.864725531938348,8820.633488256711644,14718.456793110262879,2586.412491854763175,26.30205343,-80.10328828
6724,484209160400.000000000000000,328250.000000000000000,31500.000000000000000,3150.000000000000000,1998.000000000000000,1513.000000000000000,0,24528.264059064971661,12861.469325736925384,27602.277314680326526,24528.264059064971661,5060.492543635572474,26.30237569,-80.16078056
6725,484209070320.000000000000000,466120.000000000000000,39760.000000000000000,1988.000000000000000,1986.000000000000000,1834.000000000000000,0,23658.162586883569020,11783.719267135193149,26483.390264655361534,23658.162586883569020,5169.220121521667352,26.30242859,-80.15736529
6726,484210033760.000000000000000,457800.000000000000000,46290.000000000000000,7715.000000000000000,1978.000000000000000,2359.000000000000000,0,18779.525775519068702,5149.145348622619167,19650.063035840423254,18779.525775519068702,6889.542228565377627,26.30227529,-80.13647947
6727,484307250290.000000000000000,345400.000000000000000,33140.000000000000000,8284.000000000000000,1962.000000000000000,1351.000000000000000,0,14708.683983132776120,5637.580323657493864,8568.730097725665473,14708.683983132776120,2377.606907388207219,26.30205406,-80.10251288
6728,484210030290.000000000000000,396300.000000000000000,46650.000000000000000,7775.000000000000000,1981.000000000000000,2204.000000000000000,0,19441.545805833466147,6167.870166922993121,20704.338647106356802,19441.545805833466147,7877.070581401218988,26.30225099,-80.13970037
6729,484210110462.000000000000000,278280.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20075.325231765269564,7065.392752493356966,21620.761690525992890,20075.325231765269564,7866.071502341538690,26.3023405,-80.14250588
6730,484210030280.000000000000000,397400.000000000000000,42000.000000000000000,7000.000000000000000,1980.000000000000000,2179.000000000000000,0,19488.487153242691420,6238.998788500442970,20778.260029836063040,19488.487153242691420,7946.602255429204888,26.30224659,-80.13992604
6731,484308032520.000000000000000,651010.000000000000000,72000.000000000000000,9000.000000000000000,1959.000000000000000,1705.000000000000000,0,15396.644521230853570,10659.042517455463894,3525.701722760237317,15396.644521230853570,3355.497869350519977,26.301926,-80.08672856
6732,484209160050.000000000000000,279910.000000000000000,30720.000000000000000,2048.000000000000000,1998.000000000000000,1268.000000000000000,0,24767.502230713344034,13150.462926697746298,27900.370214165632206,24767.502230713344034,5066.513738997876317,26.30237935,-80.16169117
6733,484210030790.000000000000000,454630.000000000000000,52500.000000000000000,7000.000000000000000,1982.000000000000000,2383.000000000000000,0,19184.433865035316558,5773.421557422227124,20294.347503489010705,19184.433865035316558,7493.033051856242309,26.3022759,-80.13844875
6734,484307250070.000000000000000,347060.000000000000000,35890.000000000000000,8973.000000000000000,1962.000000000000000,1344.000000000000000,0,14692.709821508262394,5792.053813212589375,8415.229210214327395,14692.709821508262394,2261.214205944961122,26.30202106,-80.1020351
6735,484210030270.000000000000000,403750.000000000000000,42000.000000000000000,7000.000000000000000,1980.000000000000000,2127.000000000000000,0,19532.604510543103970,6306.155130514013763,20848.243552610991173,19532.604510543103970,8012.282253036859402,26.30224077,-80.14013959
6736,484212250030.000000000000000,306050.000000000000000,16050.000000000000000,8024.000000000000000,1974.000000000000000,1425.000000000000000,0,15625.400633719780672,1013.164744446738609,13313.605029771479167,15625.400633719780672,2487.474702994032214,26.30211876,-80.11708381
6737,484210110482.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20213.341190972307231,7265.392051453864042,21828.465285011658125,20213.341190972307231,7711.075275754430550,26.30232963,-80.14313998
6738,484210030260.000000000000000,472020.000000000000000,42000.000000000000000,7000.000000000000000,1980.000000000000000,2248.000000000000000,0,19576.872955499340605,6373.311790484667654,20918.227508609248616,19576.872955499340605,8078.035110870076096,26.30223494,-80.14035315
6739,484209190360.000000000000000,334910.000000000000000,25030.000000000000000,2503.000000000000000,1997.000000000000000,1348.000000000000000,0,25314.271839228316821,13792.459308574841998,28554.040364740572841,25314.271839228316821,5112.416348838739395,26.3024669,-80.16369106
6740,484212270680.000000000000000,426120.000000000000000,17020.000000000000000,8511.000000000000000,1973.000000000000000,2149.000000000000000,0,15308.523635862236915,1937.104064174835685,12371.603670564094500,15308.523635862236915,2619.742601423090946,26.30204497,-80.11419029
6741,484209190430.000000000000000,333860.000000000000000,24370.000000000000000,2437.000000000000000,1998.000000000000000,1348.000000000000000,0,25394.399190123236622,13888.799879085894645,28654.022026641297998,25394.399190123236622,5133.078670896778021,26.30246255,-80.16399624
6742,484212240110.000000000000000,348980.000000000000000,14880.000000000000000,7438.000000000000000,1973.000000000000000,1287.000000000000000,0,14982.830397487972732,3331.062478976656621,10932.571345009135257,14982.830397487972732,2626.273511761332884,26.30208336,-80.10978132
6743,484210030250.000000000000000,383840.000000000000000,42000.000000000000000,7000.000000000000000,1983.000000000000000,1741.000000000000000,0,19621.291659077029180,6440.469323466194510,20988.212570854298974,19621.291659077029180,8143.859598017545068,26.30222911,-80.1405667
6744,484209160390.000000000000000,349110.000000000000000,31500.000000000000000,3150.000000000000000,1998.000000000000000,1620.000000000000000,0,24498.929306503207044,12831.965800431473326,27575.600896834221203,24498.929306503207044,5073.410481559781147,26.30234071,-80.16069762
6745,484308030620.000000000000000,4170820.000000000000000,389240.000000000000000,9731.000000000000000,2019.000000000000000,5685.000000000000000,1,16045.628850501962006,12490.497615784095615,1882.548395056760228,16045.628850501962006,5122.342580496188020,26.30184065,-80.08098443
6746,484210110221.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20417.789471583088016,7556.130467165388836,22129.439691142884840,20417.789471583088016,7488.794394194633242,26.30232246,-80.14405926
6747,484212241020.000000000000000,372570.000000000000000,26920.000000000000000,13461.000000000000000,1973.000000000000000,1273.000000000000000,0,15023.960758360795808,3045.833903314618055,11232.700078551459228,15023.960758360795808,2615.260937326270778,26.30203144,-80.11069627
6748,484209160060.000000000000000,228870.000000000000000,30710.000000000000000,2047.000000000000000,1998.000000000000000,1005.000000000000000,0,24746.936113227082387,13129.810313413039694,27881.691731649618305,24746.936113227082387,5074.410491479602570,26.30235486,-80.16163311
6749,484209190230.000000000000000,334220.000000000000000,25030.000000000000000,2503.000000000000000,1997.000000000000000,1348.000000000000000,0,25203.414838376222178,13669.653121209772507,28433.602291046794562,25203.414838376222178,5113.130627779552015,26.3024074,-80.1633209
6750,484210030240.000000000000000,456160.000000000000000,42000.000000000000000,7000.000000000000000,1980.000000000000000,1817.000000000000000,0,19665.858984895978210,6507.626538483295917,21058.197409120642988,19665.858984895978210,8209.752864389272872,26.30222328,-80.14078026
6751,484308030630.000000000000000,1654080.000000000000000,396000.000000000000000,9900.000000000000000,1974.000000000000000,3348.000000000000000,1,16008.187571028420280,12404.112905447625963,1952.340605405596079,16008.187571028420280,5037.261443602551481,26.30183806,-80.08125724
6752,484210030230.000000000000000,413730.000000000000000,46600.000000000000000,7767.000000000000000,1981.000000000000000,2142.000000000000000,0,19712.366342273449845,6578.288188666858332,21132.130246809920209,19712.366342273449845,8276.006370069077093,26.30221454,-80.14100571
6753,484212241010.000000000000000,322280.000000000000000,15560.000000000000000,7781.000000000000000,1973.000000000000000,1287.000000000000000,0,15048.364317694997226,2950.218475190134541,11329.661096887910389,15048.364317694997226,2628.987408030808183,26.30204182,-80.11099492
6754,484209190790.000000000000000,334680.000000000000000,25320.000000000000000,2532.000000000000000,1998.000000000000000,1348.000000000000000,0,25536.610962558035681,14060.269319500876009,28832.572323452524870,25536.610962558035681,5176.529021793776337,26.30244922,-80.16454103
6755,484308030640.000000000000000,1744610.000000000000000,396000.000000000000000,9900.000000000000000,1974.000000000000000,3241.000000000000000,1,15970.098585274939978,12317.369044105262219,2024.690791566508096,15970.098585274939978,4952.034516035749220,26.301833,-80.08153187
6756,484210110461.000000000000000,277770.000000000000000,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0,20081.762300602786127,7087.375544462098333,21648.385217835271760,20081.762300602786127,7855.855724742695202,26.30229668,-80.14258794
6757,484212270690.000000000000000,252940.000000000000000,14000.000000000000000,7000.000000000000000,1973.000000000000000,1160.000000000000000,0,15332.777087366113847,1860.871345658841619,12449.257681310737098,15332.777087366113847,2596.096028784965711,26.30205131,-80.11442896
6758,484212241000.000000000000000,391660.000000000000000,14000.000000000000000,7000.000000000000000,1973.000000000000000,1424.000000000000000,0,15060.191924740953255,2879.516744081528486,11403.960251458489438,15060.191924740953255,2634.594170115013185,26.30202972,-80.11122149
6759,484308030650.000000000000000,1756980.000000000000000,455400.000000000000000,11385.000000000000000,1973.000000000000000,3956.000000000000000,1,15929.618494152357016,12224.119106876712976,2103.986869131484127,15929.618494152357016,4860.607188160868645,26.30182756,-80.0818271
6760,484212270700.000000000000000,249360.000000000000000,14000.000000000000000,7000.000000000000000,1973.000000000000000,1157.000000000000000,0,15351.606560373969842,1793.481649629035019,12519.069476270291489,15351.606560373969842,2573.582023632014170,26.30204784,-80.11464258
