OID_,COUNT,MEAN_JV,MEAN_LND_VAL,MEAN_LND_SQFOOT,MEAN_ACT_YR_BLT,MEAN_TOT_LVG_AREA,MEAN_WaterAccess,SHAPE_Length,SHAPE_Area,Grocery_NEAR_DIST,NEAR_FID,Hwy_Acc_NEAR_DIST,Hwy_NEAR_DIST,A_School_NEAR_DIST,B_School_NEAR_DIST,C_School_NEAR_DIST,Any_School_NEAR_DIST,Lat,Long,Beach_NEAR_DIST
1126,3.000000000000000,463723.333333333313931,48140.000000000000000,8023.000000000000000,1979.000000000000000,2227.333333333333485,0.000000000000000,1136.514396106913182,93217.889951151781133,625.399126247871664,,5376.871296665070986,5116.525284323721280,14628.396034809013145,9021.143871768121244,6946.098181129295881,6946.098181129295881,717026.125043906271458,939044.696551954490133,19458.1689668398
1127,6.000000000000000,518418.333333333313931,51010.000000000000000,7644.333333333333030,1986.833333333333258,1845.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,3776.478248937727585,,15767.045436848637110,15297.248537933273838,6051.306609654179738,3658.234756054103400,18994.139816834860540,3658.234756054103400,725228.208377238828689,929952.584486870095134,29092.6953881796
1128,9.000000000000000,232147.777777777781012,36973.333333333335759,9243.444444444445253,1965.555555555555657,1444.888888888888914,0.000000000000000,1136.514396106913182,93217.889951151781133,5092.914676112975940,,5737.602606376914991,5291.858243442615276,7649.008157357176060,17682.125655688047118,2428.143304299154806,2428.143304299154806,724900.125043906271458,950978.093616871163249,8146.66711907111
1129,3.000000000000000,1191730.000000000000000,425426.666666666686069,17525.000000000000000,1964.666666666666742,2977.000000000000000,0.666666666666667,1136.514068024633389,93217.836131936695892,1973.875171274633885,,8901.058805847713302,8886.241940629644887,9160.196996604448941,18384.516569019899180,2027.704150793427743,2027.704150793427743,723423.750043906271458,954671.764123944099993,4309.79085302646
1130,4.000000000000000,314260.000000000000000,20250.000000000000000,2250.000000000000000,1976.750000000000000,1675.250000000000000,0.000000000000000,1136.514068041263499,93217.836134664714336,6064.977736021559394,,8528.854288644843109,7107.034564525018141,13461.824192823072735,7861.333166400416303,6129.549558050656742,6129.549558050656742,711448.708377238828689,935635.154559444985352,23693.5868206129
1131,11.000000000000000,280903.636363636353053,25584.545454545455868,6395.909090909090992,1985.363636363636260,1391.090909090909008,0.000000000000000,1136.513739941730591,93217.782312721625203,6566.760556191948126,,2797.436915722941194,2647.588166252350675,9335.917233365682478,15334.649555392295952,3987.383136586082856,3987.383136586082856,723423.750043906271458,948420.937149830162525,10537.6630332588
1132,8.000000000000000,271067.500000000000000,28000.000000000000000,6999.000000000000000,1974.000000000000000,1641.125000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,4608.510199602984358,,3518.124639209324414,3286.988531046153184,12019.225483875878126,13124.287159671916015,1484.463583430813514,1484.463583430813514,720799.083377238828689,948989.194051371887326,9816.0190082353
1133,2.000000000000000,384115.000000000000000,47765.000000000000000,11941.000000000000000,1951.500000000000000,1510.000000000000000,0.000000000000000,1136.514068037537982,93217.836134053621208,3238.510985017520852,,5712.083086930955687,5712.083086930955687,10158.017695759004710,15649.577235824583113,971.984892153208989,971.984892153208989,722275.458377238828689,951546.350609546992928,7346.21196364457
1134,11.000000000000000,307533.636363636353053,20250.000000000000000,2250.000000000000000,1974.272727272727252,1608.090909090909008,0.000000000000000,1136.513739941730591,93217.782312721625203,4583.911542011411257,,7608.555217442165485,5555.607227025929205,14580.167883118994723,6586.449435707729208,6257.549135153432871,6257.549135153432871,712104.875043906271458,937339.925519246608019,21876.9382383418
1135,14.000000000000000,264744.285714285739232,22772.857142857141298,1700.357142857142890,1987.785714285714221,1234.071428571428669,0.000000000000000,1136.514068037538209,93217.836134053621208,2305.537332371506636,,6961.461439379967487,5255.193760368639232,14478.069870208364591,7226.143381020737252,7108.863235230775899,7108.863235230775899,714237.416710573714226,938192.311044713947922,20590.9703283832
1136,3.000000000000000,417700.000000000000000,73593.333333333328483,18397.666666666667879,1961.333333333333258,2853.666666666666515,0.000000000000000,1136.513739954635412,93217.782314838535967,2702.971376601728934,,6280.287398904584734,6280.287398904584734,10116.623630250320275,15955.600334887316421,502.650516482120395,502.650516482120395,722275.458377238828689,952114.607583995908499,6778.85997855049
1137,5.000000000000000,264218.000000000000000,35286.000000000000000,8821.200000000000728,1971.000000000000000,1121.400000000000091,0.000000000000000,1136.513739954635412,93217.782314838535967,7330.581819658704262,,2625.394893461334050,2121.368232681831159,8605.966619192080543,15782.469520094977270,4683.691128455829130,4683.691128455829130,724079.916710573714226,947852.680084247142076,11160.0155114294
1138,17.000000000000000,247959.411764705873793,16300.000000000000000,1164.000000000000000,1985.000000000000000,1118.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,1829.077618926372452,,6130.880001025224374,4469.546593716065217,15230.954635960066298,6803.098244796688959,6265.370536266796080,6265.370536266796080,714401.458377238828689,939044.696551954373717,19723.1543651218
1139,5.000000000000000,305378.000000000000000,20250.000000000000000,2250.000000000000000,1974.000000000000000,1515.599999999999909,0.000000000000000,1136.514068037538209,93217.836134053621208,5742.692659177375390,,7080.391221569498157,5632.320871131248168,14919.763989257789945,6357.967437051255729,5184.622654524674545,5184.622654524674545,710956.583377238828689,937055.797059362288564,22468.8619053836
1140,10.000000000000000,283957.000000000000000,6262.000000000000000,2813.599999999999909,1971.700000000000045,1533.299999999999955,0.000000000000000,1136.514068037538209,93217.836134053621208,6106.926837497914676,,4030.709293777581934,275.617236902156549,19069.266833901339851,1951.376167392738807,4230.338239782297023,1951.376167392738807,710792.541710573714226,942454.238544462714344,17458.2625210741
1141,3.000000000000000,828526.666666666627862,146533.333333333343035,17364.000000000000000,1980.000000000000000,3217.333333333333485,0.000000000000000,1136.514068024633389,93217.836131936695892,4097.070612510064166,,7547.693447985902822,7121.622489404885528,11812.008741188908971,7521.194527132599433,11751.146791196919366,7521.194527132599433,724408.000043906271458,938192.311044713947922,20812.9996939893
1142,6.000000000000000,336730.000000000000000,19408.333333333332121,7763.500000000000000,1960.666666666666742,1475.833333333333258,0.000000000000000,1136.514068024633389,93217.836131936695892,8516.575657119987227,,1428.813820037342794,196.830467611469828,16613.885208279989456,821.763518950593834,3453.896551693654146,821.763518950593834,708167.875043906271458,942454.238544462830760,18650.5929730829
1143,10.000000000000000,457445.000000000000000,55575.000000000000000,9262.500000000000000,1983.700000000000045,1955.599999999999909,0.000000000000000,1136.513739941730591,93217.782312721625203,4560.308197265157105,,17278.657238605497696,17077.452112432918511,5957.262501566404353,3490.941784990064662,19722.891116595554195,3490.941784990064662,723915.875043906271458,928247.813454162329435,30700.1858213023
1144,3.000000000000000,454206.666666666686069,45556.666666666664241,7592.666666666666970,1980.333333333333258,2030.666666666666742,0.000000000000000,1136.513739941730591,93217.782312721625203,2944.096020205923651,,8128.901224096115584,7230.850093265959003,12446.936220264295116,7910.586940791315101,8944.865858335690064,7910.586940791315101,715549.750043906271458,936487.540084913372993,22107.9435877516
1145,4.000000000000000,128135.000000000000000,4265.000000000000000,1067.000000000000000,1974.000000000000000,992.750000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,6204.952033682306137,,1890.116927858541430,332.175872903306299,12348.509463767502893,11626.339028937640251,3064.550072833687409,3064.550072833687409,720306.958377238828689,945863.780518744140863,12866.6143636028
1146,9.000000000000000,739684.444444444496185,72888.888888888890506,9111.111111111111313,1965.777777777777828,2196.333333333333485,0.000000000000000,1136.514068037538209,93217.836134053621208,2282.243202035940612,,11302.807846574154610,10970.470005276318261,15393.075994341541445,15282.383689856442288,3607.476335882240164,3607.476335882240164,717354.208377238828689,956092.406623860355467,2422.69022261881
1147,3.000000000000000,332730.000000000000000,15886.666666666666060,7944.333333333333030,1959.666666666666742,1201.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,4073.673169828722166,,4383.543554880529882,4128.914213209258378,17803.515885778106167,7822.856483790174934,1038.203831103112861,1038.203831103112861,714893.583377238828689,948420.937149830162525,10452.0365093563
1148,2.000000000000000,471095.000000000000000,59595.000000000000000,8513.500000000000000,1980.000000000000000,1885.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,298.368036323639501,,12384.820064108620500,12302.754669308400480,9248.551526519600884,2205.290038316876689,15021.473352155964676,2205.290038316876689,722767.583377238828689,933077.998019494116306,25812.9197228582
1149,8.000000000000000,414455.000000000000000,32605.000000000000000,8151.250000000000000,1962.625000000000000,1682.750000000000000,0.000000000000000,1136.514396106913182,93217.889951151781133,1826.831023263157022,,6328.719036578157102,6324.111040519316703,16417.257868716267694,10428.934134885643289,2000.110848655774362,2000.110848655774362,716041.875043906271458,950978.093616871163249,7692.38360996129
1150,8.000000000000000,407921.250000000000000,60661.250000000000000,6066.125000000000000,1982.750000000000000,2003.500000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,6531.524744197070504,,3999.044292876791587,3780.116298010614628,10510.081713289979234,10533.503064252503464,8285.304174111954126,8285.304174111954126,723423.750043906271458,941601.853018995374441,17339.6485484204
1151,15.000000000000000,354918.000000000000000,35516.000000000000000,3551.599999999999909,1998.000000000000000,1629.400000000000091,0.000000000000000,1136.513739954635412,93217.782314838535967,5077.926172636945012,,13338.442398981685983,12745.764920848354450,6961.875531747851710,4683.312277171295136,12957.004734801677841,4683.312277171295136,716698.041710573714226,931089.098453994956799,27420.3906500121
1152,5.000000000000000,775036.000000000000000,123644.000000000000000,8242.799999999999272,1958.400000000000091,1673.200000000000045,0.000000000000000,1136.513739941730591,93217.782312721625203,3079.583888477083747,,12196.437007908627493,12114.187609854889160,13387.468449303078160,18191.909008233487839,5287.209551529088458,5287.209551529088458,719978.875043906271458,957797.177583660930395,975.793642681212
1153,2.000000000000000,595220.000000000000000,126750.000000000000000,8450.000000000000000,1945.000000000000000,1121.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,3076.418189728958623,,12308.059605832209854,12295.486610337924503,12449.997701342615983,19127.781927146686940,5600.326965881366959,5600.326965881366959,721127.166710573714226,958081.306116452440619,756.889254797449
1154,1.000000000000000,576970.000000000000000,37740.000000000000000,9436.000000000000000,1973.000000000000000,2325.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,2344.922363217185193,,6852.448268145778457,6852.448268145778457,9778.334078346262686,16545.158073703387345,56.282509177109375,56.282509177109375,722603.541710573714226,952682.864649578928947,6230.01393224554
1155,17.000000000000000,314740.588235294097103,32635.294117647059466,2650.000000000000000,1987.000000000000000,1508.176470588235361,0.000000000000000,1136.514068037538209,93217.836134053621208,3431.939535440768850,,6607.966157576237492,3514.462582887138524,16340.045370561638265,5177.532233904054920,5817.845504167506078,5177.532233904054920,712761.041710573714226,939612.953544630203396,19511.7849603339
1156,5.000000000000000,637048.000000000000000,19182.000000000000000,4795.399999999999636,2020.000000000000000,2550.599999999999909,0.000000000000000,1136.513739954635412,93217.782314838535967,7842.827688561571449,,5125.514878785114888,4737.534085743855030,17038.164852271926065,5136.909782103174621,2604.313793458297823,2604.313793458297823,708495.958377238828689,937908.182584829744883,22544.0246632869
1157,9.000000000000000,421565.555555555562023,50178.888888888890506,7535.444444444444343,1998.777777777777828,2137.111111111111313,0.000000000000000,1136.514396106913182,93217.889951151781133,7060.243589134361173,,14641.418243969057585,13442.847579654986475,6735.266117979353112,4919.953635522392688,12362.790481730127794,4919.953635522392688,715057.625043906271458,929952.584486870095134,28660.1938929797
1158,8.000000000000000,314365.000000000000000,16300.000000000000000,8150.000000000000000,1957.875000000000000,1267.375000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,7044.645750167726874,,4443.722068585897432,2823.312767524262199,17583.987778319409699,2790.534817013740849,3710.889481652534869,2790.534817013740849,710136.375043906271458,945863.780518744140863,14713.6042908832
1159,4.000000000000000,262347.500000000000000,15620.000000000000000,7809.250000000000000,1964.750000000000000,1052.750000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,7825.739354262805136,,1927.950829054547512,1410.627243688499220,15809.840795090389292,1287.550652135178098,2037.866789868396609,1287.550652135178098,708003.833377238828689,944443.138018827885389,17050.7583752234
1160,9.000000000000000,350376.666666666686069,15862.222222222222626,7932.222222222222626,1967.000000000000000,1796.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,5882.953234210874143,,3720.848320299056923,3401.736460686855480,15550.866018964588875,3082.148625818187156,2270.879438983055934,2270.879438983055934,708167.875043906271458,946432.037584327161312,15340.4099549497
1161,10.000000000000000,528103.000000000000000,63924.000000000000000,7990.500000000000000,1958.799999999999955,1655.799999999999955,0.000000000000000,1136.513739954635412,93217.782314838535967,321.532882241080188,,9266.351050628072699,8842.880384736286942,14270.997444855871436,14182.427337224815346,1588.181058871413370,1588.181058871413370,718174.416710573714226,954103.507149495068006,4414.44986785998
1162,12.000000000000000,404593.333333333313931,30914.166666666667879,7728.833333333333030,1965.666666666666742,1525.666666666666742,0.000000000000000,1136.513739941730591,93217.782312721625203,1856.188120909182544,,5962.796283292641419,5927.441530411025269,15958.402981395202005,10568.922877238901492,1793.122184535942552,1793.122184535942552,716534.000043906271458,950693.965084079653025,7882.98298031032
1163,24.000000000000000,362085.000000000000000,30270.833333333332121,1681.625000000000000,1987.833333333333258,1505.416666666666742,0.000000000000000,1136.513739941730591,93217.782312721625203,1847.164203065390438,,11802.849789654144843,11344.552694753849210,9464.230649572948096,4237.092542053213947,15704.108320824032489,4237.092542053213947,724900.125043906271458,933930.383453827351332,25101.4131282203
1164,15.000000000000000,313208.000000000000000,20250.000000000000000,2250.000000000000000,1977.200000000000045,1662.599999999999909,0.000000000000000,1136.514068037537982,93217.836134053621208,4577.879120631421756,,7926.645262504690436,5871.404400807565253,14252.151348608142143,6914.532654313429703,6467.395239865805706,6467.395239865805706,712268.916710573714226,937055.797059362288564,22110.9621834504
1165,4.000000000000000,286102.500000000000000,16395.000000000000000,8197.750000000000000,1973.000000000000000,1375.500000000000000,0.000000000000000,1136.513739950910121,93217.782314227428287,5444.778732173766912,,2210.724740142742576,2145.566026749653247,15275.254368101102955,9163.366834816390110,2427.104190642602134,2427.104190642602134,717354.208377238828689,947000.294649912859313,11496.1396992657
1166,8.000000000000000,536343.750000000000000,46398.750000000000000,6935.875000000000000,1986.750000000000000,2037.125000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,2518.060347042002832,,14031.039637795509407,13613.154097022092174,7556.874248473249281,3231.964714380634177,17432.456352141674870,3231.964714380634177,724900.125043906271458,931657.355519577860832,27366.0938318837
1167,1.000000000000000,259530.000000000000000,15390.000000000000000,7697.000000000000000,1971.000000000000000,1077.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,5534.551127151530636,,2735.481448325776910,1691.100058960284514,17917.642612984411244,6303.246992386923921,631.617037478233101,631.617037478233101,714729.541710573714226,945863.780518744140863,12970.4642441119
1168,5.000000000000000,445978.000000000000000,44722.000000000000000,7091.199999999999818,2000.000000000000000,2132.199999999999818,0.000000000000000,1136.513739954635412,93217.782314838535967,7916.536072663035156,,15070.783004299806635,13516.028062417437468,7030.972782950296278,4506.471500544576884,11972.048997649895682,4506.471500544576884,714237.416710573714226,929668.455954078584909,29029.2703105137
1169,10.000000000000000,385749.000000000000000,28908.000000000000000,7227.000000000000000,1959.900000000000091,1595.700000000000045,0.000000000000000,1136.513739954635412,93217.782314838535967,2154.823562873254559,,6089.198932199188675,6089.186203062388813,16610.203972669256473,10109.204511174495565,2292.161304321759417,2292.161304321759417,715877.833377238828689,950693.965084079653025,8005.69848721987
1170,11.000000000000000,327592.727272727293894,12800.000000000000000,6400.000000000000000,1960.090909090909008,1455.000000000000000,0.000000000000000,1136.514396114363763,93217.889952373981941,4925.230647975535248,,3585.985232996666127,3262.394392267579406,17585.363332025615819,7429.747259241504253,1032.119297951192948,1032.119297951192948,715057.625043906271458,947568.551551453885622,11236.0360180138
1171,12.000000000000000,352670.000000000000000,14520.833333333333940,7260.666666666666970,1975.083333333333258,1421.583333333333258,0.000000000000000,1136.513739954635412,93217.782314838535967,6547.764494810181532,,4067.882059192152610,458.679096041579498,18725.349273944331799,1850.169637185287911,3536.941530082131976,1850.169637185287911,710792.541710573714226,943590.752584494650364,16420.3989101775
1172,8.000000000000000,313785.000000000000000,14608.750000000000000,7304.000000000000000,1973.000000000000000,1533.875000000000000,0.000000000000000,1136.514396106913182,93217.889951151781133,5423.363019644313681,,1592.701693453589996,1521.663214785965465,16103.450483178638024,8082.497197284370486,2436.208259570050359,2436.208259570050359,716534.000043906271458,946147.909051535534672,12397.7388054197
1173,9.000000000000000,322744.444444444437977,15785.555555555554747,7893.111111111111313,1967.222222222222172,1525.888888888888914,0.000000000000000,1136.513739954635412,93217.782314838535967,4884.834667303867718,,1332.813875880300657,1051.813539873917534,16459.362932679876394,7587.844837845676011,2041.331743004964665,2041.331743004964665,716205.916710573714226,945579.652149993926287,12997.0282018172
1174,12.000000000000000,274513.333333333313931,13970.000000000000000,1164.000000000000000,1986.000000000000000,1118.000000000000000,0.000000000000000,1136.514068037537982,93217.836134053621208,2547.164636945355596,,7703.858214612785559,7157.669610503395234,12512.405870942156980,7536.708070767453137,8848.687523085738576,7536.708070767453137,716369.958377238828689,936771.668544797576033,21759.9889096739
1175,8.000000000000000,473433.750000000000000,33666.250000000000000,8416.625000000000000,1967.375000000000000,1727.125000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,2286.075736629168659,,6588.912284443273165,6585.476220602775356,10599.908684852400256,15709.805147072760519,863.504872152194366,863.504872152194366,721783.333377238828689,952398.736116787418723,6467.42425891892
1176,6.000000000000000,351558.333333333313931,26751.666666666667879,8093.500000000000000,1962.833333333333258,1546.166666666666742,0.000000000000000,1136.514396119818002,93217.889953268706449,8976.445467584180733,,1150.428679611607549,774.734977905305982,16240.008499819812641,1676.223109788675401,3609.682018073284326,1676.223109788675401,707511.708377238828689,941885.981551786884665,19473.4529390237
1177,7.000000000000000,415925.714285714260768,45102.857142857144936,7842.857142857143117,1997.428571428571331,2089.714285714285779,0.000000000000000,1136.514396119818002,93217.889953268706449,6494.742366735661562,,14552.365352026879918,13604.592252306463706,6375.776830306447664,5117.239408942245973,12855.481789517827565,5117.239408942245973,715713.791710573714226,929952.584486870095134,28607.3511469809
1178,11.000000000000000,491683.636363636353053,42561.818181818183803,2128.090909090909008,2020.727272727272748,1911.545454545454504,0.000000000000000,1136.513739954635412,93217.782314838535967,2397.671609798650934,,3328.548290416194959,3162.023714726888556,14393.533111544031271,10310.434335213089071,6269.416638041843726,6269.416638041843726,719158.666710573714226,941601.853018995374441,16953.2190688231
1179,2.000000000000000,428415.000000000000000,25040.000000000000000,7155.000000000000000,1965.500000000000000,1737.500000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,9027.881536528713696,,2558.059050270298940,2484.174351089336596,16747.053304996028601,3279.905607755420533,2130.828887114397276,2130.828887114397276,707183.625043906271458,940181.210519079118967,21111.2468990413
1180,9.000000000000000,537407.777777777751908,44834.444444444445253,6916.333333333333030,1986.666666666666742,2022.222222222222172,0.000000000000000,1136.514396106913182,93217.889951151781133,1954.881823538579738,,13669.264698305300044,13360.276591229450787,8084.064462860058484,2814.367603174375745,16906.868962353742972,2814.367603174375745,724408.000043906271458,931941.484052369371057,27043.4246437094
1181,4.000000000000000,191905.000000000000000,41952.500000000000000,9196.500000000000000,1956.500000000000000,938.500000000000000,0.000000000000000,1136.514068037538209,93217.836134053621208,5734.988431611835949,,5397.632561372193777,4745.173060443576105,7472.389366620725923,17743.812109636921377,3044.641385153638566,3044.641385153638566,725228.208377238828689,950409.836624195217155,8765.62340738461
1182,15.000000000000000,298674.666666666686069,17231.333333333332121,1298.466666666666697,1984.000000000000000,1317.400000000000091,0.000000000000000,1136.513739954635412,93217.782314838535967,1189.155434525046758,,12456.348344150597768,12266.906552674670820,9382.951408415166952,2813.832420569690839,15606.037681021582102,2813.832420569690839,723751.833377238828689,933077.998019494116306,25868.4385219069
1183,8.000000000000000,359185.000000000000000,18466.250000000000000,9233.000000000000000,1960.875000000000000,1692.125000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,6391.099935933026245,,5068.092734149749958,3293.162760395060104,17825.255947936886514,3446.555251545528790,3460.530013477156444,3446.555251545528790,710464.458377238828689,946432.037584327161312,14057.4400819641
1184,7.000000000000000,1034818.571428571478464,245714.285714285710128,7857.142857142856883,1966.285714285714221,2370.142857142857338,0.714285714285714,1136.514396119818002,93217.889953268706449,2283.789903229271658,,11158.949885561956762,11042.288909272003366,13315.728669032892867,17094.145380107878736,4124.293760399860730,4124.293760399860730,719650.791710573714226,956660.663616536301561,2081.33670597979
1185,8.000000000000000,730672.500000000000000,65902.500000000000000,8237.750000000000000,1965.375000000000000,2277.625000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,2248.244402046703271,,11328.427682287601783,11247.551927342026829,12935.165277590291225,17624.802830480064586,4468.019241291602157,4468.019241291602157,720142.916710573714226,956944.792149327695370,1836.07508105714
1186,16.000000000000000,298267.500000000000000,23250.000000000000000,1950.000000000000000,1979.000000000000000,1580.125000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,3003.229057335201105,,5332.695391877469774,2574.762915104292460,17162.147548130731593,5051.529677020930649,4585.018583383769510,4585.018583383769510,713417.208377238828689,940749.467584662139416,18249.6560519269
1187,7.000000000000000,506045.714285714260768,28000.000000000000000,7000.000000000000000,1967.000000000000000,1883.142857142857110,0.000000000000000,1136.514068037538209,93217.836134053621208,1688.755641874824505,,7416.719945078488308,7416.719945078488308,10118.424121321588245,16609.109168627943291,710.069708155470721,710.069708155470721,722275.458377238828689,953251.121624027844518,5644.15535324209
1188,7.000000000000000,405091.428571428579744,47240.000000000000000,3666.142857142857338,1985.000000000000000,2039.142857142857110,0.000000000000000,1136.514068028358679,93217.836132547803572,2279.070919506169957,,10144.771396661186373,9643.101397466018170,10972.814276530260031,5510.418258065423288,14275.644800023896096,5510.418258065423288,724900.125043906271458,935635.154559444985352,23402.9023553109
1189,10.000000000000000,467039.000000000000000,49090.000000000000000,8295.500000000000000,1985.500000000000000,2058.800000000000182,0.000000000000000,1136.514396119818002,93217.889953268706449,4238.580290005781535,,16981.446639878107817,16804.109357211404131,6018.946368520479155,3167.514320751656669,19394.807613860935817,3167.514320751656669,723751.833377238828689,928531.941986953839660,30407.2563680204
1190,11.000000000000000,496047.272727272706106,45530.000000000000000,2229.818181818181984,2022.000000000000000,1919.909090909090992,0.000000000000000,1136.513739954635412,93217.782314838535967,2101.520167570233752,,3167.459709463557374,3083.073129666862769,14701.024446358973364,9986.097398944320958,6011.345413846671363,6011.345413846671363,718830.583377238828689,941601.853018995374441,16927.9849109202
1191,11.000000000000000,496723.636363636353053,65413.636363636360329,8176.818181818181984,1958.363636363636260,1749.090909090909008,0.000000000000000,1136.513739941730591,93217.782312721625203,841.326433666586468,,9489.481732061083676,9474.392196615384819,16885.790822590850439,12636.152415800257586,2780.017338744214612,2780.017338744214612,715549.750043906271458,954103.507149495184422,4882.83529130166
1192,5.000000000000000,485530.000000000000000,44758.000000000000000,7459.600000000000364,1978.000000000000000,2159.000000000000000,0.000000000000000,1136.514396119818002,93217.889953268706449,887.518479664622191,,5720.074758298826055,4712.163602694055953,14953.942483646455003,7613.014512398215629,6404.125025871755497,6404.125025871755497,715385.708377238828689,939044.696551954373717,19583.0234780825
1193,1.000000000000000,219480.000000000000000,28750.000000000000000,7188.000000000000000,1994.000000000000000,1596.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,5462.972169145108637,,4299.273867253763456,4096.161957743807761,8894.467945747035628,16313.734418863343308,2751.515499251712754,2751.515499251712754,723915.875043906271458,949841.579649746301584,9164.37421801125
1194,7.000000000000000,295207.142857142840512,17748.571428571427532,8875.285714285713766,1963.000000000000000,1437.857142857142890,0.000000000000000,1136.514396119818002,93217.889953268706449,7686.334321152509801,,2707.669794584995088,1706.861582121330457,16529.377515070136724,1312.489899127272793,2743.618366472500384,1312.489899127272793,708824.041710573714226,944727.266551619512029,16365.2670634213
1195,15.000000000000000,260922.666666666656965,31272.666666666667879,2359.599999999999909,1984.000000000000000,1128.599999999999909,0.000000000000000,1136.514068024633389,93217.836131936695892,2317.491993974565958,,6786.942411613815239,4939.396586586891317,14801.080230659375957,6912.864752099533689,6821.176192314293985,6821.176192314293985,714073.375043906271458,938476.439559278544039,20339.4650087275
1196,10.000000000000000,461002.000000000000000,32400.000000000000000,8100.000000000000000,1966.099999999999909,1754.599999999999909,0.000000000000000,1136.513739954635412,93217.782314838535967,710.303051046662404,,7490.169651277545199,7188.961147920274925,13059.167411682079546,13964.113493364100577,139.119305973290267,139.119305973290267,719322.708377238828689,952682.864649578928947,5977.00018668355
1197,9.000000000000000,335905.555555555562023,16195.555555555554747,8097.666666666666970,1968.777777777777828,1657.777777777777828,0.000000000000000,1136.514068037538209,93217.836134053621208,8432.442219774149635,,1807.448428199590126,847.287228013170306,16286.478377864103095,631.383930792606861,2592.637462146306007,631.383930792606861,708331.916710573714226,943874.881044378969818,17348.8762083418
1198,9.000000000000000,466465.555555555562023,49491.111111111109494,7510.222222222222626,1988.333333333333258,2151.444444444444343,0.000000000000000,1136.513739954635412,93217.782314838535967,3917.906956472995716,,16685.393387178635749,16530.766929433768382,6097.682699736392351,2845.153487937051977,19066.724395252935210,2845.153487937051977,723587.791710573714226,928816.070519745349884,30114.3272422983
1199,4.000000000000000,356215.000000000000000,53765.000000000000000,13441.000000000000000,1968.500000000000000,2387.000000000000000,0.000000000000000,1136.514068024633389,93217.836131936695892,3153.839284519523972,,5726.175153665594735,5725.374860460686250,10484.486463627174089,15371.441635125478570,1145.839709604364089,1145.839709604364089,721947.375043906271458,951546.350609546876512,7327.70569729474
1200,4.000000000000000,304865.000000000000000,28427.500000000000000,7106.250000000000000,1966.000000000000000,1573.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,2839.468749156192189,,6284.592147594543349,6284.592147594543349,9788.882373628579444,16230.357639683887101,315.818372547240983,315.818372547240983,722603.541710573714226,952114.607583995908499,6797.36624489986
1201,5.000000000000000,319502.000000000000000,14804.000000000000000,7402.199999999999818,1973.000000000000000,1739.200000000000045,0.000000000000000,1136.513739954635412,93217.782314838535967,4764.530068843241679,,3405.775602760520997,3335.574875033587432,16780.195734573389927,8268.474473794449295,1848.597457933523174,1848.597457933523174,715877.833377238828689,947852.680084247142076,10792.3137827402
1202,11.000000000000000,236099.090909090911737,11121.818181818181984,3707.272727272727479,1981.000000000000000,1098.000000000000000,0.000000000000000,1136.513739941730591,93217.782312721625203,6164.158691284173983,,3922.067791653274526,1873.556635048549651,18516.549377377414203,2649.449391786304659,4796.313310826289126,2649.449391786304659,710136.375043906271458,940749.467584662139416,19283.7062280766
1203,6.000000000000000,379400.000000000000000,22626.666666666667879,9050.333333333333940,1962.500000000000000,1765.833333333333258,0.000000000000000,1136.514396106913182,93217.889951151781133,7401.741599322422189,,2536.597202876002939,750.460820207831603,17740.641756033619458,1203.431926795234858,4516.952087586359085,1203.431926795234858,709152.125043906271458,941885.981551786884665,18672.6060139174
1204,3.000000000000000,292373.333333333313931,17500.000000000000000,7000.000000000000000,1962.333333333333258,1520.000000000000000,0.000000000000000,1136.513739954635412,93217.782314838535967,7161.429644676313728,,2797.113446190041941,1032.130992068719934,18002.826085211072495,1524.998321602688293,4623.320583416635600,1524.998321602688293,709316.166710573714226,941601.853018995374441,18852.277668809
1205,8.000000000000000,289713.750000000000000,16005.000000000000000,8002.000000000000000,1973.000000000000000,1281.375000000000000,0.000000000000000,1136.514396127268583,93217.889954490907257,5725.506418242083782,,1934.636368988718914,1910.640871332055895,15438.683894818532281,8901.151299464880140,2748.584345186235623,2748.584345186235623,717190.166710573714226,946716.166117120534182,11785.9883758701
